Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
426,20725,1,722,8,51172,707.87,16.1,0,11640,12639,1
427,1215,0,722,3,30384,782.39,9.3,0,2933,13967,1
428,999,0,660,10,71899,1174.35,21.4,1,13426,14673,1
429,100000000,1,685,2,69412,589.43,13.6,0,2750,13890,1
430,25595,0,-1,8,-1,1116.15,16.8,0,19639,23352,1
431,100000000,0,726,1,44314,1059.83,27,0,6656,7521,1
432,8525,0,-1,10,-1,819.87,27,1,7453,12421,0
433,7068,0,-1,10,-1,518.11,13.1,1,7078,15941,1
434,23611,1,737,10,73785,1432.66,22.1,0,29987,44295,1
435,10200,0,740,7,51000,888.25,8.8,0,15416,19790,0
436,100000000,0,734,4,44699,785.95,20.1,0,7967,13904,1
437,8838,0,738,3,61866,773.33,22.9,0,6045,16517,1
438,9440,0,733,-1,27869,399.46,14.5,0,5964,17751,0
439,3004,0,744,9,41057,715.08,10.1,0,19518,21520,1
440,24610,0,-1,3,-1,318.87,21.4,0,13960,18320,1
441,100000000,0,743,10,78824,1136.38,15.5,0,5654,38460,1
442,35837,0,705,1,179183,3135.69,27.3,0,59593,80206,1
443,4696,0,-1,3,-1,632.77,15,0,3959,4154,1
444,30120,0,-1,10,-1,1957.8,19.2,0,30498,84248,1
445,15179,1,732,10,73464,1303.98,29.1,1,12472,14972,0
446,3994,0,698,9,45361,324.33,14.1,0,4008,22514,1
447,20076,0,744,3,55908,973.73,20.5,0,28096,43492,1
448,100000000,0,750,10,87278,1774.66,25.5,0,3836,29063,1
449,5344,0,742,1,110846,458.16,5.9,0,578,18645,1
450,3485,0,-1,7,-1,341.43,16.2,0,1310,2202,1
451,19820,0,-1,6,-1,658.6,22.1,0,18866,25563,1
452,20294,1,-1,2,-1,1528.46,14.5,0,3356,12568,1
453,35630,1,655,5,107399,2908.72,23.8,0,48340,65590,1
454,11714,0,714,7,92739,1785.23,18.1,1,26666,32322,1
455,100000000,1,726,8,83910,488.78,15,1,15206,40987,1
456,2811,0,-1,5,-1,131.54,11.5,0,3049,13549,0
457,34720,1,716,3,115072,1505.53,14,0,18135,23613,1
458,31907,0,747,10,153094,1010.42,15.4,0,37837,101986,1
459,34356,1,-1,1,-1,1096,17,0,41698,55303,1
460,4937,0,737,1,37517,528.37,9.9,0,4742,8499,1
461,7693,0,716,4,55591,1431.47,20.4,1,3791,8635,1
462,7589,0,720,1,73869,923.36,17.5,0,24209,42323,1
463,16375,0,676,2,59650,521.94,15,1,4825,5834,1
464,35560,0,734,9,264160,3544.14,21.8,0,101330,315669,1
465,7988,0,744,3,34948,358.21,9.9,0,3621,7687,1
466,12322,0,736,6,44717,1013.57,35.7,0,34304,43699,0
467,8149,0,747,10,83525,1684.43,29.3,0,14813,42083,0
468,16203,0,710,10,49622,748.47,18.7,0,13753,27562,0
469,6595,0,737,10,24793,471.06,18.1,0,11610,15276,1
470,14750,0,-1,8,-1,881.01,22.7,0,6319,13055,1
471,9951,0,742,8,44780,440.33,18,0,332,36929,0
472,10605,0,727,10,70196,1164.08,14.5,0,18313,21750,0
473,13335,0,-1,10,-1,926.57,23.6,1,1886,6569,1
474,100000000,0,712,2,45491,360.89,18.6,0,1299,7553,1
475,8956,0,-1,2,-1,451.05,17.3,0,22738,30645,0
476,25140,1,645,10,60336,850.74,20.2,1,10452,11864,1
477,10552,0,736,2,24620,426.75,12.8,0,10548,11578,1
478,10503,0,727,7,50015,1354.58,15.9,0,11517,14307,1
479,100000000,1,741,7,324608,1888.13,21.5,1,81894,149988,1
480,15806,0,696,6,36298,710.83,9.5,0,19893,23431,0
481,14925,1,683,1,37373,915.64,15.2,0,16587,22234,0
482,34573,1,687,1,120512,1717.29,20.8,0,55422,85395,1
483,18408,0,720,2,66892,469.92,10.2,0,6394,34747,1
484,9786,0,732,9,43058,753.52,13.4,0,9604,11447,1
485,8874,0,722,6,25428,701.37,11.9,0,6685,25134,1
486,32777,0,710,9,119280,2335.9,23.8,0,45480,79373,0
487,6311,0,706,4,48920,407.67,9.8,0,5664,19873,1
488,10074,0,748,10,58429,871.57,27,1,29056,42919,1
489,6981,0,710,9,47870,422.86,13.6,0,6090,6284,1
490,16489,0,750,4,97005,937.71,14.7,0,687,17614,1
491,11716,0,735,3,37099,469.92,26.4,0,16078,18249,0
492,16887,1,-1,10,-1,868.03,17.8,1,4383,7869,0
493,17157,1,668,1,40972,402.89,23.3,0,11339,37177,1
494,9757,1,-1,10,-1,626.08,12,1,10047,13858,1
495,100000000,0,741,3,51336,371.33,8.8,0,2518,6843,1
496,24542,0,747,7,81808,1908.86,16.4,0,18543,32417,1
497,12970,0,716,1,91197,1664.35,21.1,0,24300,36269,1
498,19718,0,-1,1,-1,576.75,12.8,0,11910,40787,1
499,100000000,0,738,5,81942,1270.1,23.7,0,17864,25267,1
500,100000000,0,740,1,110110,138.56,4.7,0,5874,57028,1
501,15454,0,715,10,51022,867.38,34,1,7040,9514,1
502,100000000,0,745,3,18268,15.22,20,0,122,8699,1
503,100000000,0,742,2,60531,887.78,14.6,0,23741,48058,1
504,9409,0,749,3,58841,696.28,9.8,0,7690,18485,0
505,3243,0,718,1,90800,771.8,15.7,0,3299,16576,1
506,19660,1,721,4,51362,1442.41,27.7,0,7538,16038,0
507,14709,1,669,-1,42166,818.72,22,1,4118,24954,0
508,17599,1,667,6,63813,1169.9,13.9,0,12580,27055,1
509,2523,0,716,3,52478,573.33,21.8,0,21699,30476,1
510,100000000,0,750,5,52588,312.46,17.5,0,348,13381,1
511,20480,1,675,1,56943,1319.18,13.9,0,15108,24173,1
512,21222,1,705,10,47611,730.04,27.2,0,32703,46060,1
513,12053,1,654,2,59034,855.99,17.3,0,4413,18085,1
514,8086,0,738,1,25268,646.42,15.7,0,9471,16763,1
515,35606,1,709,1,72228,1354.28,15.8,0,30965,59206,0
516,9248,0,636,6,30826,906.81,7.2,0,10571,20369,1
517,9991,0,732,1,45959,647.25,21,0,7926,8396,1
518,100000000,1,727,3,86617,1010.53,15.6,0,10073,23871,1
519,14412,0,693,-1,40104,638.33,15.5,0,5580,8830,1
520,16094,1,722,-1,50295,355,21,1,13115,32383,1
521,8082,0,718,5,45464,454.64,11.5,0,6861,8685,1
522,23264,1,619,10,61391,1330.14,21.8,0,30178,35587,1
523,8014,0,746,10,59100,1113.06,37.7,1,6400,13530,1
524,9934,0,747,1,104307,1008.3,17,0,9986,21022,1
525,2077,0,746,-1,42028,756.51,12.3,0,2094,14640,1
526,7546,0,704,1,83003,788.53,15.3,1,12922,24946,1
527,15947,0,732,5,60462,443.39,9.4,0,15687,20163,0
528,12048,0,746,10,60240,823.28,26,1,10403,18779,0
529,20446,1,723,8,61338,0,18.6,0,0,0,1
530,12210,1,710,4,63085,1755.87,13.2,0,11624,21250,1
531,18243,1,-1,7,-1,1265.29,17,0,48009,83204,0
532,23084,1,724,5,64493,1257.62,15.4,0,10179,12692,1
533,10232,0,-1,7,-1,142.22,11.9,0,6472,22628,1
534,24830,1,725,10,89388,1132.25,17.5,0,4673,73016,1
535,9412,0,666,-1,55660,677.2,14.2,0,24526,28321,0
536,100000000,0,709,2,65221,706.56,26,1,8970,53395,1
537,34573,1,690,2,118536,1422.43,14.4,0,26637,61094,1
538,34797,1,722,1,124275,1273.82,14.7,0,3436,44623,1
539,30018,0,709,10,95057,1544.68,16.1,0,25924,32940,1
540,8366,1,734,5,94517,998.73,20.6,0,29138,62933,1
541,9401,0,-1,3,-1,468.59,19.5,0,5912,31786,1
542,11541,1,671,7,79424,2223.87,14.7,0,23593,26214,0
543,20764,0,732,2,38895,508.88,18.3,0,31973,98989,0
544,15879,1,-1,5,-1,763.43,10,0,7342,11804,1
545,12094,1,-1,1,-1,826.4,30.2,0,20356,42764,0
546,12222,0,660,10,40628,788.86,16.3,1,7798,12638,0
547,1504,0,715,10,53127,451.58,21.1,0,11100,19439,1
548,100000000,0,741,3,30336,854.46,10.7,0,10959,21832,1
549,15291,0,697,1,137619,1284.44,21.7,0,26832,30771,1
550,15081,0,717,8,65351,904.03,15.7,0,9180,11265,1
551,7964,0,715,2,57739,1506.02,11.6,0,17782,52145,1
552,20024,1,709,4,110132,2487.15,16.5,0,16956,40276,1
553,1300,0,708,1,9602,50.01,9.6,0,793,16187,1
554,25335,0,722,1,177345,614.8,30.2,4,42713,91267,0
555,15239,0,746,1,96511,836.42,15.8,0,8479,16368,1
556,5820,0,730,10,81680,741.93,22.6,0,18993,19400,1
557,100000000,0,747,4,144217,2752.14,21.5,0,33231,41799,1
558,19337,1,695,9,50913,1035.23,16,0,24610,35615,0
559,6978,1,652,-1,45204,583.89,19.2,0,6236,9564,1
560,2268,1,728,2,8062,100.78,9.9,0,2831,38779,0
561,9776,0,740,10,86029,283.18,19.1,0,6928,10264,1
562,14819,1,-1,2,-1,843.55,7.8,0,6990,28301,1
563,4618,0,731,10,84422,1208.64,16.5,0,16451,31158,1
564,20723,1,720,10,46920,883.66,13.6,0,19741,32956,0
565,29653,0,715,6,91476,1273.04,16.9,0,10412,11886,1
566,3955,0,722,3,61299,715.16,13.6,0,5031,5340,1
567,20438,0,-1,10,-1,425.7,16.8,0,20600,67765,0
568,8690,0,745,10,56081,738.4,31.9,1,8714,16693,1
569,4502,0,-1,10,-1,557.86,11.4,1,3541,7697,1
570,15616,1,720,10,82960,1458.71,35.3,0,33058,40315,1
571,16002,0,739,2,64906,235.82,17.5,0,5094,7706,1
572,3066,0,701,10,49860,656.49,20.7,0,3260,3392,0
573,33326,0,718,10,69531,898.11,18.4,0,38442,39146,1
574,19113,1,711,1,42643,1041.19,8.6,0,20378,33298,0
575,14606,0,733,8,53758,292.98,14.5,0,40,2826,1
576,11265,0,723,2,36804,303.63,10.4,0,10585,11369,1
577,9614,0,722,6,47790,688.98,12.5,0,3631,4933,1
578,10452,0,747,1,60719,360.27,26.3,0,10597,29274,1
579,100000000,0,746,10,90753,892.41,27.6,0,25075,50863,1
580,6156,0,727,-1,21924,420.21,25.3,0,8642,10143,1
581,7890,0,721,-1,41420,659.27,14.7,0,12002,27718,1
582,100000000,0,704,10,36332,460.2,16,0,8490,21939,1
583,6126,0,735,3,19125,153.48,17,0,6922,8462,1
584,17582,0,-1,10,-1,835.16,19,0,9968,12112,0
585,3975,0,699,6,35777,19.98,17,0,102,399,1
586,6924,0,736,5,47482,550,29.2,0,4702,5144,1
587,6041,0,746,3,60414,357.45,20.9,0,13249,15211,1
588,15739,0,-1,-1,-1,614.81,18.5,0,11701,21750,0
589,18130,0,-1,2,-1,779.57,16.8,0,21681,36256,1
590,100000000,0,733,10,54621,814.76,13,1,6787,15184,1
591,18068,0,-1,10,-1,346.89,26.4,0,15518,37124,1
592,20987,0,745,3,239856,1742.95,27.9,0,47043,76993,1
593,19982,0,-1,10,-1,1001.18,13.8,0,26124,32252,1
594,100000000,0,713,1,29577,317.95,12.2,2,5219,12854,1
595,13910,1,721,3,195739,933.02,23.8,0,29271,41520,1
596,19716,0,-1,10,-1,308.68,21.3,0,14877,44674,1
597,15131,0,745,10,50435,424.49,15.4,0,40304,57412,0
598,34864,1,702,5,124513,2044.08,15.9,0,25910,44826,1
599,100000000,0,742,9,65647,234.14,12.8,0,7552,9847,1
600,17198,0,735,10,47090,408.12,19.9,0,22424,22836,0
601,3674,0,-1,-1,-1,923.47,29.9,0,22018,40033,1
602,7851,0,-1,8,-1,350.36,13.5,0,7115,14521,0
603,100000000,0,724,1,54203,727.22,12,0,7281,10056,1
604,10083,0,740,3,90747,975.53,24.9,1,10199,15021,1
605,10169,0,-1,3,-1,1180.96,19.9,0,9389,10063,0
606,15325,0,-1,10,-1,971.51,22.4,0,8504,13103,0
607,24445,1,711,10,63516,878.64,15.9,0,35600,36968,1
608,3525,0,740,2,94239,115.44,16,0,3565,20255,1
609,20264,0,729,10,101320,737.94,16.9,0,6791,13060,0
610,100000000,0,751,4,122012,949.66,22.5,0,31056,86749,1
611,21109,1,656,10,78406,1894.8,19.4,0,27828,32358,1
612,23879,1,597,10,54065,977.67,17.5,0,21836,23839,1
613,30684,1,682,10,95120,2568.25,15.9,0,39414,48360,0
614,4880,0,-1,10,-1,1190.6,14.7,1,7674,11805,0
615,9762,0,736,10,58572,610.13,13.5,1,7508,14635,1
616,9135,0,738,8,65975,819.19,16.2,0,27564,111147,1
617,13442,1,671,1,46842,749.47,12.2,1,5351,6922,0
618,14771,0,739,10,64006,478.45,15,1,11913,15552,1
619,20408,0,747,10,125509,2290.54,28.5,0,1849,16509,1
620,8054,0,707,5,59472,649.24,16.2,0,6752,17051,1
621,6847,0,-1,9,-1,826.58,15.6,0,7514,20417,1
622,35186,1,672,10,108572,1520.92,21.4,1,31329,50207,1
623,17028,0,720,3,70741,955,8.5,0,21655,23110,1
624,11353,0,739,2,33565,724.44,20.5,0,27905,30299,1
625,10116,0,-1,10,-1,584.2,24.4,1,5136,9511,1
626,11706,0,-1,2,-1,906.41,16.3,0,4793,24328,1
627,100000000,0,743,4,187794,3176.84,19.4,0,55745,67735,1
628,34493,0,713,1,107865,2642.69,20.7,0,30798,37331,1
629,27944,1,-1,10,-1,634.55,12.9,0,18140,35223,1
630,100000000,0,731,1,60204,777.64,18.7,0,8306,13143,1
631,7974,0,715,7,35885,316.98,12,0,2030,2990,0
632,23472,1,682,10,61826,1519.88,12.3,0,25579,36437,1
633,13784,1,697,2,27569,604.22,17.7,0,23248,30834,1
634,20322,0,-1,10,-1,1825.6,16,0,19676,34763,1
635,15059,0,735,4,90351,1490.79,29.3,0,831,8938,1
636,9832,0,686,10,68824,620.57,11.1,0,8175,10814,1
637,7068,0,707,8,62601,1095.52,19.9,0,17222,20601,1
638,1022,0,715,8,51105,1494.82,9.5,0,21494,29524,0
639,9852,0,748,5,78816,702.77,15.7,0,10149,50491,1
640,12184,0,-1,10,-1,702.49,19.8,0,5811,69173,1
641,12990,0,750,2,68369,894.49,12.9,0,11580,15627,1
642,19741,1,619,1,44865,867.39,4.5,0,5245,6085,0
643,16248,0,749,10,60930,297.54,16.9,0,8579,36046,1
644,34822,1,740,1,115408,1740.75,10.9,0,38225,39005,0
645,35242,1,694,2,115794,446.77,12.7,0,17957,67004,1
646,6194,0,718,9,29970,551.95,10.4,0,10147,15586,1
647,100000000,0,742,6,37015,600.26,16.4,0,1329,6710,1
648,19810,0,722,10,61411,767.64,16.4,0,8918,11493,1
649,13518,0,722,5,55457,720.94,25.3,0,15696,23782,1
650,4986,0,741,10,107687,1350.57,21.6,0,9517,22660,1
651,4049,0,741,5,37455,761.58,14.9,0,12167,13355,1
652,1996,0,634,2,27938,54.95,21.1,0,1689,1896,0
653,11744,0,746,10,62637,631.58,32,0,32743,74248,1
654,13832,1,-1,1,-1,1007.49,11.4,0,8947,12947,1
655,12298,0,742,10,151670,869.57,14.6,1,9416,20380,1
656,18207,1,620,10,49950,782.55,24,0,14142,23260,0
657,12173,0,733,8,45648,1331.4,10.6,0,12394,24838,0
658,20668,0,-1,5,-1,1524.28,18.3,0,54352,69063,1
659,10082,0,729,10,65533,617.1,17.7,1,10749,15422,0
660,14043,1,701,10,90279,1324.09,16.6,0,27192,28775,0
661,100000000,0,730,2,46616,943.98,9,0,7145,28022,1
662,9319,0,722,7,34514,557.96,10.3,0,4904,18717,1
663,7848,0,-1,10,-1,152.06,15.2,0,5301,13628,1
664,28162,1,719,7,105609,668.86,16.8,0,16906,17592,0
665,4886,0,738,1,32573,125.13,14.9,0,8053,15280,0
666,16261,0,741,3,87402,1143.51,13.9,0,18309,32635,1
667,100000000,0,749,5,123850,2064.16,42.8,0,14988,41748,1
668,21465,0,709,8,52067,663.86,12,0,6299,7367,0
669,9223,0,750,1,102480,1246.84,28,0,29602,63118,1
670,9974,0,729,3,44883,236.38,14.5,1,6862,15049,1
671,17139,1,-1,5,-1,688.1,6.3,0,14337,20051,1
672,100000000,0,726,10,52603,1144.12,14,0,13466,33666,1
673,2191,0,682,10,54764,707.37,10.5,0,8537,10261,1
674,18904,1,-1,5,-1,394.25,14,0,15125,25167,1
675,7112,0,721,6,53341,240.04,21.6,1,5839,7299,1
676,19405,1,-1,5,-1,1448.67,9.3,0,18983,29204,0
677,14604,1,738,3,45639,634.77,21.7,0,11694,25757,0
678,100000000,0,732,3,52137,1064.47,10.3,1,5534,12162,1
679,5115,0,694,10,106382,1400.69,16.8,0,22156,25763,1
680,35798,0,704,7,86938,2332.83,14.8,0,35953,39080,0
681,9470,1,-1,10,-1,1366.3,16.1,0,483,10742,1
682,19996,0,750,1,44868,223.22,17.6,0,10,0,1
683,25460,0,748,-1,101840,754.46,43,0,19335,48950,1
684,11269,1,669,3,32337,889.26,10,0,10936,12541,0
685,100000000,1,689,2,52637,295.64,22.1,0,10335,17225,1
686,29324,1,699,4,83492,1878.58,18.7,0,27295,42582,1
687,11857,1,675,4,98746,669.82,21.8,0,20313,39140,0
688,4805,0,-1,2,-1,848.43,14.3,0,4891,25744,0
689,19658,1,700,5,146520,1245.42,17.5,0,694,3538,1
690,16150,0,-1,10,-1,784.3,30.5,0,28530,33407,1
691,13146,1,724,10,35392,583.97,12,0,12128,23969,0
692,14774,0,734,6,47275,957.32,15.3,0,15421,31152,0
693,24563,1,719,10,66810,1107.94,23.8,0,37795,54935,1
694,21456,1,708,10,86845,1830.97,18.6,0,31839,71549,1
695,1225,0,713,-1,19775,532.27,16.2,0,3778,11843,1
696,34556,1,695,10,131376,2780.79,29,0,28558,30511,1
697,100000000,0,747,10,104697,1046.97,29.9,0,25086,38534,1
698,12903,1,711,-1,32380,291.42,26.8,0,5937,16584,1
699,25343,1,694,10,61629,366.69,15.5,0,10652,13466,1
700,11031,0,734,2,119606,1305.7,20.8,0,5067,6233,1
701,17921,0,-1,5,-1,932.34,17,0,26315,36246,0
702,23479,1,686,10,55959,1473.58,15.8,0,17002,30145,0
703,18245,0,722,5,106428,2181.77,16.9,0,5443,10952,0
704,8463,0,-1,9,-1,1022.15,16.6,1,13263,20096,1
705,100000000,0,747,2,100950,685.62,10,0,16665,18683,1
706,27167,0,741,6,74943,1973.49,11.7,0,17276,20136,1
707,3276,0,710,10,133022,2527.41,17.7,0,9804,17760,1
708,9188,0,-1,6,-1,733.43,10.7,0,832,1737,0
709,100000000,0,744,6,81400,524.35,20.7,0,7912,22671,1
710,9783,0,742,10,79409,1826.41,14,0,26937,32183,1
711,16985,1,732,7,38418,585.87,17.1,0,21768,37923,0
712,100000000,0,732,2,54731,441.95,9.5,0,4295,38347,1
713,100000000,0,735,1,73267,15.26,25.5,0,211,2172,1
714,14882,0,747,10,34724,306.73,15.8,0,14905,49684,1
715,15054,0,-1,1,-1,610.22,15.7,0,4403,7724,1
716,22012,1,711,6,48034,1360.98,10.9,0,15217,24271,1
717,18133,0,724,7,40296,993.97,16.5,0,2548,2517,0
718,34808,1,675,10,248625,3149.25,19.3,0,216330,240367,1
719,22460,0,751,7,153135,1378.22,19.4,0,7949,47597,1
720,14488,1,-1,10,-1,915.72,22.6,0,12935,20631,1
721,13120,0,691,5,103525,1958.34,17.6,0,16220,18751,1
722,18227,0,718,5,50630,940.88,18.2,0,8891,14574,1
723,21195,0,735,1,50585,585.95,17.2,0,18808,41335,1
724,25809,0,-1,10,-1,783.17,26.8,0,30860,36958,1
725,100000000,0,733,-1,69006,1454.87,20.8,0,11097,25928,1
726,14754,1,688,2,88524,1305.73,13,0,12791,15447,0
727,18045,0,-1,6,-1,428.15,16.8,0,23368,50581,0
728,4016,0,-1,1,-1,682.79,16,0,43,10794,1
729,1785,0,-1,5,-1,162.75,27.2,0,2815,10622,1
730,1840,0,-1,2,-1,128.92,11.4,0,7861,16870,0
731,6091,0,736,1,68621,1218.02,22.9,0,23268,35148,1
732,4088,0,697,10,28616,591.4,21.5,0,5263,7466,1
733,100000000,1,728,6,89721,1286,24,0,20294,28344,1
734,4885,0,748,4,73268,553.17,26.9,0,11236,22931,0
735,9879,0,704,10,29637,367.99,27.8,0,9192,9884,0
736,11952,1,722,1,64740,663.59,8.6,0,3448,10642,1
737,7104,0,731,-1,34507,451.46,23.4,1,5699,15116,0
738,9038,0,688,7,45189,587.46,17.8,0,10255,10649,1
739,1801,0,749,8,74037,559.6,16.5,0,2649,12380,0
740,8893,0,740,8,64227,631.56,17,0,11114,30449,1
741,9994,0,-1,10,-1,211.57,14.3,0,7362,8471,0
742,2010,0,742,6,95475,1448.03,18,0,17060,40426,1
743,100000000,0,726,10,79731,1435.15,24.4,0,6901,8025,1
744,15236,0,747,10,121884,399.17,31.4,0,14794,46231,1
745,100000000,0,697,-1,14146,231.05,19.1,0,3690,8182,1
746,13249,0,-1,9,-1,743.41,35.1,1,7208,18019,1
747,19794,0,727,3,128661,887.76,18.1,0,14953,19097,1
748,9152,0,723,1,86437,661.96,12.5,0,41,4068,1
749,13624,0,741,1,67789,1022.48,13.9,0,19649,34232,1
750,16342,1,691,10,109290,1366.12,28.8,0,29085,40229,1
751,8400,0,670,1,61464,25.61,9.5,0,106,5553,1
752,11547,1,696,10,50980,756.21,20.9,0,18370,27833,1
753,13390,0,744,10,91296,423.77,17.8,0,12053,19695,1
754,100000000,0,721,3,146760,2702.83,20.6,0,44986,61122,1
755,12289,0,-1,1,-1,1010.45,10.3,0,11135,18528,1
756,30396,1,-1,6,-1,1201.91,14.5,0,21889,28171,1
757,22196,1,-1,8,-1,1772.02,23,0,6426,11517,1
758,13818,0,739,2,40344,353.01,14.5,0,12880,19368,1
759,100000000,0,747,1,36689,733.78,11.9,0,19282,39593,1
760,10047,1,-1,2,-1,1296.91,11.1,1,1854,10355,1
761,14957,0,-1,2,-1,2767.95,10.9,0,23717,35989,1
762,11261,1,646,-1,121740,2120.31,39.3,0,48830,62683,0
763,21613,0,737,10,103152,584.53,25.6,0,9773,11194,1
764,8789,1,705,5,27345,118.27,26,0,10863,13681,1
765,12482,0,715,2,56906,687.61,16.3,1,1826,2946,1
766,20038,1,663,10,84160,1416.69,21,0,17765,18640,0
767,9934,0,739,8,74505,931.31,16.5,1,4389,9731,1
768,24981,1,689,3,65700,1275.68,22.5,0,13983,15199,1
769,100000000,0,718,5,70993,1786.65,15.3,2,21400,32229,1
770,7027,0,721,5,80312,149.91,10,0,3058,4816,1
771,18850,0,747,10,53896,705.14,45,0,26905,49278,1
772,2443,0,696,5,59038,382.76,8.3,0,3778,3562,1
773,100000000,0,740,4,56314,628.83,18.8,3,7711,12259,1
774,9826,0,749,8,108086,1116.89,20.9,0,5698,40700,1
775,8146,0,711,4,67201,638.41,12.8,0,5912,13022,1
776,20374,1,-1,5,-1,524.27,10.1,1,6016,16484,0
777,16312,1,700,6,46460,188.94,26.2,1,7717,13659,0
778,14930,0,748,9,138656,1073.43,27,0,15788,120519,1
779,19321,0,738,6,48915,847.86,18.5,0,25326,42565,0
780,6134,0,717,10,83829,1425.09,11.8,0,6263,8638,1
781,5052,0,740,-1,80824,1104.59,31.4,0,16080,31345,1
782,9986,1,743,1,74895,549.23,9.7,0,9169,30873,1
783,22065,0,710,10,130059,2037.59,31.7,1,13450,15640,1
784,29973,1,734,1,64942,1066.12,34.5,0,44482,86879,1
785,11938,1,-1,10,-1,805.79,23.9,0,4570,12625,1
786,35375,0,-1,10,-1,1824.14,26.1,0,41833,56684,1
787,35462,0,734,10,111452,1523.17,23.8,0,42449,52085,1
788,1680,0,713,8,32589,621.91,9.5,0,12960,35508,0
789,12282,0,746,10,133055,687.45,11.7,0,9074,78908,1
790,7821,0,715,10,92028,1641.18,13.1,0,11437,18657,1
791,7026,0,716,3,74274,693.23,19.9,0,3820,7332,0
792,18198,0,737,-1,65715,1703.11,22,0,13826,31567,1
793,9846,1,699,10,68918,129.8,30.8,0,3147,7887,1
794,8098,0,701,9,60738,1143.9,18.2,0,26900,36155,1
795,100000000,1,729,4,122329,1998.03,22.5,0,38154,54662,1
796,6660,0,676,10,66599,1775.97,24.7,0,13399,13425,1
797,9508,0,-1,10,-1,514.83,17,0,10639,16096,0
798,5874,0,724,10,66915,1171.01,13.6,0,8758,16339,1
799,34207,1,-1,7,-1,933.85,10.2,0,7370,30327,0
800,35074,1,668,9,218458,4769.67,26.2,0,26214,37556,1
801,10109,0,740,5,70763,648.66,9.4,0,11025,14263,1
802,21140,1,710,10,66783,1296.7,18,0,14044,24172,1
803,10156,0,733,7,66014,716.25,16.5,0,7933,20821,1
804,7246,0,729,10,72210,698.03,13,1,2342,8672,1
805,6962,0,-1,1,-1,276.43,12,0,9217,11240,1
806,100000000,0,751,6,98430,661.94,14.2,0,6792,81828,1
807,11742,0,720,1,34639,692.78,12,0,9768,10175,0
808,100000000,0,681,10,40426,1283.53,16.5,1,9091,15674,1
809,10145,0,703,5,47223,665.06,21.5,0,5652,6090,1
810,30660,0,-1,7,-1,624.44,15.5,0,21457,41908,1
811,19859,1,-1,9,-1,998.51,14.9,0,16573,20162,0
812,12073,0,677,10,70427,997.72,15.8,1,7101,13896,1
813,8850,0,735,1,26805,288.15,13.5,0,9083,29880,1
814,6778,0,725,10,33637,689.56,13.8,0,9278,12640,1
815,26819,0,-1,10,-1,632.4,20.7,0,22254,78358,1
816,2543,0,749,1,69163,668.57,11.1,0,2321,6501,1
817,15113,0,-1,1,-1,823.13,13.9,0,8931,34618,1
818,15787,1,706,4,64136,1223.92,15.1,1,12395,22911,0
819,15646,1,-1,1,-1,432.97,15,0,13484,14562,0
820,32262,0,730,10,153461,2417.01,21.3,1,17469,22805,1
821,19073,0,740,10,47870,785.87,21.5,0,19187,56267,1
822,9955,0,-1,2,-1,1033.25,19.6,1,6985,9951,1
823,11917,1,703,3,49245,471.93,11.3,0,5495,16651,1
824,10033,0,725,10,60198,1710.63,17.6,0,11582,21689,1
825,9827,0,-1,-1,-1,606.48,14.4,0,10633,11470,1
826,10557,1,693,6,41619,915.62,13.2,0,8643,8938,1
827,11962,0,-1,9,-1,929.89,17,0,6095,15832,1
828,6107,0,-1,10,-1,1181.78,17.6,1,2895,4302,1
829,13065,1,710,4,54439,462.73,5.6,0,10755,32591,0
830,10098,0,707,2,37363,237.25,9.3,1,8285,14139,1
831,4091,0,739,4,46022,421.86,8,0,5030,21964,0
832,24848,1,735,4,61622,780.54,25.1,0,9772,23951,1
833,8980,0,-1,6,-1,591.2,19.9,0,6229,12661,1
834,15535,1,715,10,43261,1059.89,16.8,1,9065,14055,1
835,20893,0,747,2,129337,1174.81,16.2,0,37576,56591,1
836,3890,0,744,-1,41891,181.53,28.3,0,5709,20837,1
837,10356,0,746,4,66719,291.9,16.6,0,5679,8266,1
838,3026,0,694,9,55988,1091.77,8.3,0,2697,2925,1
839,33565,0,722,10,75315,966.54,26.9,0,34345,35963,1
840,2556,0,711,1,51110,758.14,36,2,4288,8787,1
841,2956,0,718,7,49270,784.21,7.8,0,4579,6404,0
842,19542,1,610,10,43970,1113.89,12.6,0,9291,15157,0
843,4451,0,728,5,108812,317.37,16.7,0,5214,8604,1
844,17231,0,717,5,55583,1107.03,18,0,8742,15256,0
845,24710,1,641,7,99940,604.64,11,0,4655,6493,1
846,15678,0,750,1,70553,858.39,16,0,8839,36224,0
847,5068,0,708,4,45612,1041.47,8.8,0,20340,35190,1
848,100000000,1,725,5,78540,1053.74,17.3,0,18947,29696,1
849,15710,0,699,10,90335,1234.57,19.2,0,34121,59135,0
850,100000000,0,707,10,164044,2664.34,21,0,37416,41805,1
851,7897,0,729,1,67123,1180.25,14.8,0,12858,19630,0
852,8161,0,738,6,41196,521.81,20.5,1,8724,13463,1
853,18294,1,719,3,40653,467.51,28.8,1,15681,44173,1
854,11504,0,-1,10,-1,905.16,17.2,0,9263,10695,1
